dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,Point0_C,Point1_C,Point2_C,Point3_C,Point4_C,Point5_C,Point6_C,Point7_C,Point8_C,Point9_C,Point10_C,Point11_C,Point12_C,Point13_C,Point14_C,Point15_C,Point16_C,Point17_C,Momentum0,Momentum1,Momentum2,Momentum3,Momentum4,Momentum5,Momentum6,Momentum7,Momentum8,Momentum9,Momentum10,Momentum11,Momentum12,Momentum13,Momentum14,Momentum15,Momentum16,Momentum17,Class
"0.09736623468120453","0.08538555475892956","0.09756934659634478","0.11438235051957724","0.28571487314530336","0.5893762596384059","0.43267774731100456","0.31646611882965064","0.513394751786807","0.4987625185765206","0.4219832556272484","0.6975225189382602","0.591401665312893","1.0062136969043902","0.7002806381922826","0.5597343148165386","0.926454","0.892552","0.862233","0.825786","0.82584","0.889496","0.825333","0.805433","0.658372","0.750255","0.754133","0.663047","0.83005","0.792123","0.890897","0.919996","0.82619","0.943337","2.8765907257803605","2.8752370093077464","2.8269356510698063","3.387002248910563","3.595561564384517","2.9312422614346167","4.085611291446605","4.326514960861684","3.751356759726311","4.168055452941262","4.578179428008784","4.113126975293412","4.412722845541779","4.752181080922639","2.890591456925325","2.9054570783314797","2.934961451113352","2.9613065223779826","1"
"0.07331885344330794","0.041454230906792","0.02954775623990457","0.041789720770363116","0.10491479632820361","0.9882606196271781","0.0","0.10287793758484455","1.0298335234929954","0.0","0.1633808699219884","0.0","0.0","1.0","0.0","0.0","0.995519","0.823543","0.813329","0","0","0.558176","0","0","0","0","0","0","0","0","0.954382","0.886908","0.928661","0.301713","0.33145075264094115","0.30132602864781","0.3378876163093462","0.0","0.0","0.255744273672005","1.165434684457463","1.2294992000561642","0.0","0.0","0.0","0.0","0.0","0.0","0.34302164240742217","0.3117953507933188","0.33406971824993564","0.2691798036093466","1"
"0.06610389147853996","0.03570751233563497","0.031133629945052865","0.031897279312970477","0.09794680229059809","0.9934099610122143","0.0","0.0922781186184547","1.0176274724367165","0.0","0.16421116091387908","0.0","0.0","0.34704652605522496","1.3366940821093272","0.0","0.895246","0.749147","0.728526","0","0","0.519353","0","0","0","0","0","0.0562637","0","0","0.939735","0.829697","0.82213","0.218596","0.3250637019343337","0.3224593595515346","0.35908961963440855","0.0","0.0","0.2644834652564731","1.1834240529330344","1.2380944452828846","0.0","0.0","0.0","1.3366940821093272","0.0","0.0","0.3402042924046698","0.3151900192784727","0.34271714544402826","0.2789666858535978","1"
"0.06765493422813179","0.062383388854303376","0.051178120750643395","0.044488810993749225","0.13093074641336236","1.0154104717295853","0.0","0.1553288654484638","0.29408345425084315","0.015330050286338938","0.09244313695865093","0.0","0.0","1.0","0.0","0.0","0.902586","0.778609","0.438429","0","0","0.652802","0.442071","0.0621883","0","0","0","0","0","0","0.939746","1.01926","0.86706","0.527071","1.3884390439169694","1.3878767135770576","1.4123109776485003","1.3510339609088597","1.4342257326769028","1.3516408589495035","1.0658407956762972","0.9998851660554163","1.4963705393184976","1.6625865748055784","1.8261800352697355","1.6406762738168092","1.760181418929654","1.8955871761762724","1.4114607573267617","1.3937476496349723","1.4321595367696889","1.371193817196891","1"
"0.09677703798831395","0.09804304388825116","0.10347100352217392","0.11927137416666087","0.29289113315796805","0.5398867413356313","0.4709601007324765","0.3134449514513289","0.5090232126988995","0.4938230786412335","0.40852704933229717","0.6905206694444539","0.5755429937243123","1.0042426775854527","0.6835436496603466","0.5436119255409092","0.930779","0.889265","0.846828","0.792599","0.815466","0.88078","0.82841","0.817947","0.64756","0.770259","0.728085","0.655029","0.821895","0.757247","0.897401","0.930266","0.816769","0.954112","2.7593762239201607","2.7677114712540845","2.747349953299559","3.346138464996828","3.5438670006908946","2.813735088631104","4.046647747426288","4.285300221826637","3.7155444036201817","4.120223224386315","4.520243920430575","4.065035105249379","4.3567342433088605","4.685575148539974","2.7602953138004267","2.8011143152580096","2.8186319624605862","2.8432815491297467","1"
"0.0968858645161884","0.09801306422251153","0.10339199057167509","0.11919432211743936","0.28302994612100346","0.5517859612124543","0.46024229665066413","0.3231972840745098","0.5085449764557379","0.49442366364393897","0.407998387761552","0.6914253715438362","0.5753462523695646","1.0062086974176028","0.6835245622708217","0.5436190171769274","0.931554","0.892974","0.843549","0.77639","0.831827","0.882815","0.813452","0.813151","0.643205","0.772766","0.737313","0.644511","0.823712","0.76835","0.893886","0.923099","0.830127","0.946972","2.749288307247892","2.7124792712688346","2.688260667150702","3.3413113125870084","3.5436631091085893","2.7857341121631314","4.046240933452636","4.285133205498609","3.7068873566571625","4.128310836268269","4.52022813386","2.2606156000760937","4.356609944355038","4.685374376652471","2.7460117875006884","2.777795570172985","2.793900041722713","2.8187869805744574","1"
"0.06771468894049387","0.06590420432777389","0.06047299274627739","0.03756629557801771","0.14195828369198046","1.0011293645193813","0.0","0.20207538437055514","0.19401260561853628","1.1910345092660755","0.09930437793610038","0.0","0.0","1.0","0.0","0.0","0.940457","0.74738","0.339283","0","0","0.545315","0.111861","0","0","0","0","0","0","0","0.956329","0.961131","0.940347","0.393201","0.01745503592310131","0.013323529178667939","0.016891909071896288","0.0","0.0","0.059664995134382906","0.10643748449770189","1.1774234601644988","0.0","0.0","0.0","0.0","0.0","0.0","0.02579992005833096","0.025436105153254333","0.025689272320239393","0.01295258127838973","1"
"0.06756943381547287","0.06770701542239936","0.06428845148051761","0.04205120500793988","0.14215220423201494","1.001114015432374","0.0","0.20676161671591214","0.19779633619137132","1.1992107583240474","0.09928855372014117","0.0","0.0","1.0","0.0","0.0","0.934449","0.738972","0.31307","0","0","0.616113","0.124846","0","0","0","0","0","0","0","0.973039","0.960156","0.850206","0.698628","1.386876055916457","1.3797531301342914","1.404558857883171","1.3510376389657908","1.4308725581763224","1.2930878334206624","1.1874402985479404","1.7302338066759373","1.500189066008757","1.6635822800871995","1.8250947286527737","1.6412995123662288","1.7590760236776375","1.8918489034751382","1.4026898403399297","1.3849266510985823","1.4236709975654849","1.3645643354080652","1"
"0.07255280344485686","0.0687277989235962","0.06434039022837211","0.0402605851000541","0.14489059087190043","1.0093490650388326","0.0","0.20100729562297853","0.1421230475699334","1.1355088057462532","0.08948976529262866","0.0","0.0","1.0","0.0","0.0","0.936766","0.744765","0.35872","0","0","0.587036","0.303961","0","0","0","0","0","0","0","0.96147","0.963185","0.825823","0.587384","1.400425771707651","1.3876200850805716","1.420115689481267","1.3659598173685543","1.4486831547539631","1.3110449660445638","1.1981992131716672","1.7518031764154534","1.5154107782865764","1.6876927015769607","1.847912217257913","1.6617164298769636","1.781023546509862","1.9154255707111265","1.4164640286026233","1.401932461003954","1.441279426309541","1.3816299754339794","1"
"0.0978673629216374","0.09103285516893142","0.1113554739191118","0.11274662200761713","0.28580123906499894","0.5491844352867333","0.46595472549534955","0.31689593285718576","0.5157897332872949","0.49876255818432796","0.4125339884010706","0.7081057425875481","0.5819553971463833","0.9940173328396927","0.7201336785175646","0.5391794700162995","0.932575","0.896953","0.839907","0.776675","0.847903","0.874242","0.81686","0.786765","0.631812","0.759614","0.723389","0.62278","0.823819","0.757684","0.903156","0.912822","0.829368","0.983317","3.461319237133015","3.443297010794134","3.5138155593145517","3.36115557049187","3.5568289149690178","3.24029506506461","2.93712249750178","4.328180173990408","3.7390002651769834","4.161823316436422","4.566023286131763","4.087224946163347","4.4068378309581","4.732771016220211","3.514034981713662","3.4690204143745107","3.566702239253826","3.4153983789805658","1"
"0.10578288784962185","0.09830809156997916","0.11257400911535459","0.12158713419092938","0.28888125943327464","0.5758805296157458","0.45965574892257893","0.32020568389546666","0.5208386928377677","0.49407105348006664","0.41700191571884215","0.725967766382827","0.5883317533726494","0.9940309502411914","0.7282326054231156","0.554901048884133","0.936137","0.896081","0.836161","0.797379","0.855256","0.880955","0.815435","0.781436","0.641032","0.76411","0.721541","0.624006","0.825489","0.763068","0.904822","0.915078","0.831895","0.978164","3.497833504116121","3.4792137603191886","3.5509090788248576","3.4057368226378317","3.5997858251961676","3.260295824265469","3.001998946503165","4.3695413841634","3.7734357141750574","4.205464509446254","4.61423627674162","4.1257777219840355","4.44758809408987","4.782805881651031","3.5512237413853254","3.501140872796137","3.5991147824408483","3.4496485343076557","1"
"0.10470590584412515","0.10473822454217413","0.10440055286243283","0.11293649271367827","0.28592613890346325","0.569839743499965","0.4549566920912987","0.3168613976165817","0.5154982880407083","0.4990644468777877","0.4123815562901859","0.7081917147572612","0.5814010641990945","1.0042826964048368","0.6989477001210639","0.5394056817526197","0.937666","0.894597","0.839562","0.790291","0.861465","0.883471","0.814996","0.782679","0.647098","0.763238","0.721762","0.628647","0.819982","0.761913","0.907298","0.919969","0.830893","0.975983","3.4607971397302073","3.4291640557494567","3.509524820883461","3.3707086723252266","3.5625047910138683","3.231289322377839","2.960901766501277","4.328873367952771","3.739834672556573","4.162267772611316","4.559152749585121","4.092747031276058","4.4094881049488155","4.726658190101456","3.5055042052814365","3.464456382799837","3.5618580538857523","3.4058342377195148","1"
"0.10469328968500098","0.09724248818263005","0.11136526445633763","0.1128847176926404","0.28586530985211095","0.5697121822663478","0.4549710060136088","0.3168334766487643","0.515678862556278","0.49902818326077847","0.4126798684289001","0.7079334901231016","0.5716757474397325","1.0042798633476804","0.6995640075502174","0.5391075343022775","0.936277","0.896435","0.832971","0.782889","0.864387","0.879309","0.823199","0.787242","0.641171","0.760361","0.706622","0.632205","0.82067","0.757371","0.904729","0.919914","0.835956","0.981507","0.00014360411558207405","4.199483839411618e-05","5.569858369206075e-05","0.020806304248172314","0.00977236043786175","4.379542699409557e-05","0.00014775716668728395","0.0001509035814636272","0.0001646511673653248","0.00032806865828149305","0.010548321622186142","0.010400654463556336","0.010300871907047987","0.010398008572479241","0.010246932148593046","0.00011122369647561743","0.00025584745978592447","7.148762750048642e-05","1"
"0.10479079018921171","0.10466902353473313","0.10431111669450184","0.12027740128344487","0.2857465926016849","0.5576640274578365","0.4559830815823671","0.31665202323849395","0.515558396716617","0.4876001986298469","0.4120338993259836","0.6974297893026579","0.5704287366761812","1.0062633851901501","0.6889905602244863","0.5395628596196996","0.936966","0.88873","0.842235","0.782186","0.847782","0.879233","0.817936","0.774562","0.649384","0.754953","0.713458","0.636787","0.810928","0.75096","0.903487","0.92435","0.840027","0.972331","0.00970269675154258","0.00032328607032647044","0.00029128333001065995","0.014818491221356794","0.010096382397093272","0.00038476370891105376","3.5865369329368056e-05","0.010222687917946196","0.01068805396968174","0.010045982141051856","0.023448365392294522","0.02336609654174725","0.01431782648353131","0.02328946084715701","0.00014435532694580453","0.0001443553269456678","0.00024632486051405294","9.657046235379168e-05","1"
